timestamp,body_x,body_y,body_z,foot_x,foot_y,foot_z
2026-01-09T17:53:52.073501,0.15352295339107513,0.5191227793693542,0.3607127070426941,0.15352295339107513,0.5191227793693542,0.3607127070426941
2026-01-09T17:53:52.089371,0.15354348719120026,0.5191270112991333,0.36069512367248535,0.15354348719120026,0.5191270112991333,0.36069512367248535
2026-01-09T17:53:52.099511,0.15354891121387482,0.5191168785095215,0.36069342494010925,0.15354891121387482,0.5191168785095215,0.36069342494010925
2026-01-09T17:53:52.109632,0.15355071425437927,0.5191295146942139,0.3606898784637451,0.15355071425437927,0.5191295146942139,0.3606898784637451
2026-01-09T17:53:52.119746,0.15354599058628082,0.5191321969032288,0.36069732904434204,0.15354599058628082,0.5191321969032288,0.36069732904434204
2026-01-09T17:53:52.129858,0.153533935546875,0.5191339254379272,0.36070212721824646,0.153533935546875,0.5191339254379272,0.36070212721824646
2026-01-09T17:53:52.139969,0.15350881218910217,0.5191035866737366,0.36073726415634155,0.15350881218910217,0.5191035866737366,0.36073726415634155
2026-01-09T17:53:52.150106,0.15350228548049927,0.519123375415802,0.36072906851768494,0.15350228548049927,0.519123375415802,0.36072906851768494
2026-01-09T17:53:52.160316,0.15350531041622162,0.5191338658332825,0.36070573329925537,0.15350531041622162,0.5191338658332825,0.36070573329925537
2026-01-09T17:53:52.170532,0.15351513028144836,0.5191298723220825,0.36069536209106445,0.15351513028144836,0.5191298723220825,0.36069536209106445
2026-01-09T17:53:52.180723,0.15352287888526917,0.5191321969032288,0.36070409417152405,0.15352287888526917,0.5191321969032288,0.36070409417152405
2026-01-09T17:53:52.190892,0.15352362394332886,0.5191172361373901,0.3606957793235779,0.15352362394332886,0.5191172361373901,0.3606957793235779
2026-01-09T17:53:52.201018,0.15355195105075836,0.5191208720207214,0.3606797456741333,0.15355195105075836,0.5191208720207214,0.3606797456741333
2026-01-09T17:53:52.211138,0.15355239808559418,0.5191155672073364,0.3606966435909271,0.15355239808559418,0.5191155672073364,0.3606966435909271
2026-01-09T17:53:52.221251,0.15354324877262115,0.5191120505332947,0.36071476340293884,0.15354324877262115,0.5191120505332947,0.36071476340293884
2026-01-09T17:53:52.231363,0.15354083478450775,0.5191311240196228,0.3606996238231659,0.15354083478450775,0.5191311240196228,0.3606996238231659
2026-01-09T17:53:52.241474,0.15353137254714966,0.5191250443458557,0.3607062101364136,0.15353137254714966,0.5191250443458557,0.3607062101364136
2026-01-09T17:53:52.251583,0.15350772440433502,0.5191172361373901,0.36072543263435364,0.15350772440433502,0.5191172361373901,0.36072543263435364
2026-01-09T17:53:52.261710,0.15351040661334991,0.5191256999969482,0.3607044517993927,0.15351040661334991,0.5191256999969482,0.3607044517993927
2026-01-09T17:53:52.271871,0.15351814031600952,0.5191267132759094,0.3606942892074585,0.15351814031600952,0.5191267132759094,0.3606942892074585
2026-01-09T17:53:52.281997,0.15351839363574982,0.5191234946250916,0.3607064187526703,0.15351839363574982,0.5191234946250916,0.3607064187526703
2026-01-09T17:53:52.292120,0.1535385549068451,0.5191259980201721,0.3607056736946106,0.1535385549068451,0.5191259980201721,0.3607056736946106
2026-01-09T17:53:52.302238,0.15355218946933746,0.5191284418106079,0.36069682240486145,0.15355218946933746,0.5191284418106079,0.36069682240486145
2026-01-09T17:53:52.312349,0.15354833006858826,0.5191235542297363,0.360712468624115,0.15354833006858826,0.5191235542297363,0.360712468624115
2026-01-09T17:53:52.322464,0.15353450179100037,0.519100546836853,0.3607458770275116,0.15353450179100037,0.519100546836853,0.3607458770275116
2026-01-09T17:53:52.332575,0.15353913605213165,0.5191214680671692,0.36072710156440735,0.15353913605213165,0.5191214680671692,0.36072710156440735
2026-01-09T17:53:52.342709,0.1535215526819229,0.5191247463226318,0.36070355772972107,0.1535215526819229,0.5191247463226318,0.36070355772972107
2026-01-09T17:53:52.352873,0.15350374579429626,0.5191144347190857,0.36070942878723145,0.15350374579429626,0.5191144347190857,0.36070942878723145
2026-01-09T17:53:52.362990,0.15350161492824554,0.519130527973175,0.360704630613327,0.15350161492824554,0.519130527973175,0.360704630613327
2026-01-09T17:53:52.373135,0.15350277721881866,0.5191271305084229,0.36070317029953003,0.15350277721881866,0.5191271305084229,0.36070317029953003
2026-01-09T17:53:52.383417,0.15350808203220367,0.5191247463226318,0.36071059107780457,0.15350808203220367,0.5191247463226318,0.36071059107780457
2026-01-09T17:53:52.393572,0.15353131294250488,0.5191248655319214,0.36072245240211487,0.15353131294250488,0.5191248655319214,0.36072245240211487
2026-01-09T17:53:52.403718,0.15354736149311066,0.5191236138343811,0.36071112751960754,0.15354736149311066,0.5191236138343811,0.36071112751960754
2026-01-09T17:53:52.413837,0.15355245769023895,0.5191211104393005,0.36070385575294495,0.15355245769023895,0.5191211104393005,0.36070385575294495
2026-01-09T17:53:52.423951,0.1535443812608719,0.5191208720207214,0.3607119023799896,0.1535443812608719,0.5191208720207214,0.3607119023799896
2026-01-09T17:53:52.434063,0.1535433530807495,0.519130289554596,0.36069172620773315,0.1535433530807495,0.519130289554596,0.36069172620773315
2026-01-09T17:53:52.444175,0.15353518724441528,0.5191357135772705,0.36068013310432434,0.15353518724441528,0.5191357135772705,0.36068013310432434
2026-01-09T17:53:52.454294,0.15352563560009003,0.5191230773925781,0.36069920659065247,0.15352563560009003,0.5191230773925781,0.36069920659065247
2026-01-09T17:53:52.464429,0.15350531041622162,0.5191103219985962,0.36072731018066406,0.15350531041622162,0.5191103219985962,0.36072731018066406
2026-01-09T17:53:52.474541,0.15352310240268707,0.5191327929496765,0.36070749163627625,0.15352310240268707,0.5191327929496765,0.36070749163627625
2026-01-09T17:53:52.484652,0.15352725982666016,0.5191124081611633,0.36071115732192993,0.15352725982666016,0.5191124081611633,0.36071115732192993
2026-01-09T17:53:52.494768,0.15352150797843933,0.5191094875335693,0.3607311546802521,0.15352150797843933,0.5191094875335693,0.3607311546802521
2026-01-09T17:53:52.504878,0.15354816615581512,0.5191300511360168,0.36070650815963745,0.15354816615581512,0.5191300511360168,0.36070650815963745
2026-01-09T17:53:52.514987,0.1535491645336151,0.5191333293914795,0.36069029569625854,0.1535491645336151,0.5191333293914795,0.36069029569625854
2026-01-09T17:53:52.525097,0.15354913473129272,0.5191290974617004,0.3606991469860077,0.15354913473129272,0.5191290974617004,0.3606991469860077
2026-01-09T17:53:52.535268,0.15353645384311676,0.5191183090209961,0.36070865392684937,0.15353645384311676,0.5191183090209961,0.36070865392684937
2026-01-09T17:53:52.545583,0.1535281091928482,0.5191312432289124,0.36069416999816895,0.1535281091928482,0.5191312432289124,0.36069416999816895
2026-01-09T17:53:52.557737,0.1535211205482483,0.5191321969032288,0.3607102036476135,0.1535211205482483,0.5191321969032288,0.3607102036476135
2026-01-09T17:53:52.567967,0.15349823236465454,0.5191048383712769,0.36074191331863403,0.15349823236465454,0.5191048383712769,0.36074191331863403
